NAISTYP_SORT; NAISTYP_C; ART; SISF_NR; VORH
"0011.0000030";"11Fe   ";"K";"0133500";"0"
"0011.0000030";"11Fe   ";"K";"0134800";"2"
"0011.0000030";"11Fe   ";"K";"0143500";"2"
"0011.0000030";"11Fe   ";"K";"0148600";"2"
"0011.0000030";"11Fe   ";"K";"0159400";"2"
"0011.0000030";"11Fe   ";"K";"0167400";"2"
"0011.0000030";"11Fe   ";"K";"0173800";"2"
"0011.0000030";"11Fe   ";"K";"0179300";"1"
"0011.0000030";"11Fe   ";"K";"0188800";"2"
"0011.0000030";"11Fe   ";"K";"0189700";"1"
"0011.0000030";"11Fe   ";"K";"0190500";"1"
"0011.0000030";"11Fe   ";"K";"0190600";"0"
"0011.0000030";"11Fe   ";"K";"0194000";"0"
"0011.0000030";"11Fe   ";"K";"0197300";"2"
"0011.0000030";"11Fe   ";"K";"0197900";"0"
"0011.0000030";"11Fe   ";"K";"0213700";"2"
"0011.0000030";"11Fe   ";"K";"0226000";"1"
"0011.0000030";"11Fe   ";"K";"0231200";"1"
"0011.0000030";"11Fe   ";"K";"0237100";"2"
"0011.0000030";"11Fe   ";"K";"0238500";"1"
"0011.0000030";"11Fe   ";"K";"0242000";"2"
"0011.0000030";"11Fe   ";"K";"0251400";"1"
"0011.0000030";"11Fe   ";"K";"0256900";"0"
"0011.0000030";"11Fe   ";"K";"0259100";"1"
"0011.0000030";"11Fe   ";"K";"0259800";"2"
"0011.0000030";"11Fe   ";"K";"0287300";"2"
"0011.0000030";"11Fe   ";"K";"0292600";"1"
"0011.0000030";"11Fe   ";"K";"0302400";"1"
"0011.0000030";"11Fe   ";"K";"0313400";"1"
"0011.0000030";"11Fe   ";"K";"0324700";"2"
"0011.0000030";"11Fe   ";"K";"0325200";"2"
"0011.0000030";"11Fe   ";"K";"0325500";"2"
"0011.0000030";"11Fe   ";"K";"0326000";"1"
"0011.0000030";"11Fe   ";"K";"0332800";"1"
"0011.0000030";"11Fe   ";"K";"0332900";"1"
"0011.0000030";"11Fe   ";"K";"0338200";"1"
"0011.0000030";"11Fe   ";"K";"0369100";"1"
"0011.0000030";"11Fe   ";"K";"0379300";"2"
"0011.0000030";"11Fe   ";"K";"0406800";"1"
"0011.0000030";"11Fe   ";"K";"0411200";"2"
"0011.0000030";"11Fe   ";"K";"0433400";"2"
"0011.0000030";"11Fe   ";"K";"0444100";"2"
"0011.0000030";"11Fe   ";"K";"0451600";"1"
"0011.0000030";"11Fe   ";"M";"1000422";"2"
"0011.0000030";"11Fe   ";"S";"0067700";"0"
"0011.0000030";"11Fe   ";"S";"0116400";"1"
"0011.0000030";"11Fe   ";"S";"0119600";"2"
"0011.0000030";"11Fe   ";"S";"0119700";"1"
"0011.0000030";"11Fe   ";"S";"0121600";"1"
"0011.0000030";"11Fe   ";"S";"0122200";"1"
"0011.0000030";"11Fe   ";"S";"0122400";"0"
"0011.0000030";"11Fe   ";"S";"0133500";"2"
"0011.0000030";"11Fe   ";"S";"0133600";"1"
"0011.0000030";"11Fe   ";"S";"0159000";"1"
"0011.0000030";"11Fe   ";"S";"0159100";"2"
"0011.0000030";"11Fe   ";"S";"0174000";"2"
"0011.0000030";"11Fe   ";"S";"0194000";"1"
"0011.0000030";"11Fe   ";"S";"0213300";"0"
"0011.0000030";"11Fe   ";"S";"0238100";"1"
"0011.0000030";"11Fe   ";"S";"0244000";"0"
"0011.0000030";"11Fe   ";"S";"0244200";"1"
"0011.0000030";"11Fe   ";"S";"0330300";"2"
"0011.0000030";"11Fe   ";"S";"0346300";"0"
"0011.0000030";"11Fe   ";"S";"0347800";"1"
"0011.0000030";"11Fe   ";"S";"0353100";"1"
"0011.0000030";"11Fe   ";"S";"0354400";"1"
"0011.0000030";"11Fe   ";"S";"0368300";"1"
"0011.0000030";"11Fe   ";"S";"0368400";"0"
"0011.0000030";"11Fe   ";"S";"0444300";"1"
"0011.0000030";"11Fe   ";"S";"0444400";"1"
"0012.1000000";"12*    ";"B";"0000100";"2"
"0012.1000000";"12*    ";"B";"0000300";"2"
"0012.1000000";"12*    ";"B";"0000600";"0"
"0012.1000000";"12*    ";"B";"0000700";"2"
"0012.1000000";"12*    ";"B";"0000800";"2"
"0012.1000000";"12*    ";"B";"0009500";"3"
"0012.1000000";"12*    ";"B";"0025200";"0"
"0012.1000000";"12*    ";"B";"0025300";"0"
"0012.1000000";"12*    ";"B";"0025400";"0"
"0012.1000000";"12*    ";"B";"0060400";"3"
"0012.1000000";"12*    ";"B";"0096900";"3"
"0012.1000000";"12*    ";"B";"0097200";"3"
"0012.1000000";"12*    ";"B";"0165000";"1"
"0012.1000000";"12*    ";"B";"0174200";"2"
"0012.1000000";"12*    ";"B";"0174300";"3"
"0012.1000000";"12*    ";"B";"0213300";"3"
"0012.1000000";"12*    ";"B";"0217500";"0"
"0012.1000000";"12*    ";"B";"0224200";"3"
"0012.1000000";"12*    ";"B";"0227200";"0"
"0012.1000000";"12*    ";"B";"0287100";"2"
"0012.1000000";"12*    ";"B";"0302800";"0"
"0012.1000000";"12*    ";"B";"0305800";"0"
"0012.1000000";"12*    ";"B";"0306100";"0"
"0012.1000000";"12*    ";"B";"0317500";"3"
"0012.1000000";"12*    ";"B";"0328400";"0"
"0012.1000000";"12*    ";"B";"0330600";"3"
"0012.1000000";"12*    ";"B";"0335600";"3"
"0012.1000000";"12*    ";"B";"0335900";"3"
"0012.1000000";"12*    ";"B";"0336000";"3"
"0012.1000000";"12*    ";"B";"0336200";"3"
"0012.1000000";"12*    ";"B";"0363700";"3"
"0012.1000000";"12*    ";"B";"0402200";"2"
"0012.1000000";"12*    ";"B";"0402300";"2"
"0012.1000000";"12*    ";"B";"0413600";"2"
"0012.1000000";"12*    ";"B";"0421400";"2"
"0012.1000000";"12*    ";"B";"0421500";"2"
"0012.1000000";"12*    ";"B";"0432800";"2"
"0012.1000000";"12*    ";"B";"0433000";"2"
"0012.1000000";"12*    ";"K";"0005200";"2"
"0012.1000000";"12*    ";"K";"0005500";"2"
"0012.1000000";"12*    ";"K";"0006800";"1"
"0012.1000000";"12*    ";"K";"0033600";"1"
"0012.1000000";"12*    ";"K";"0048300";"1"
"0012.1000000";"12*    ";"K";"0055700";"1"
"0012.1000000";"12*    ";"K";"0070600";"2"
"0012.1000000";"12*    ";"K";"0078500";"2"
"0012.1000000";"12*    ";"K";"0078800";"2"
"0012.1000000";"12*    ";"K";"0079100";"1"
"0012.1000000";"12*    ";"K";"0114300";"0"
"0012.1000000";"12*    ";"K";"0121100";"0"
"0012.1000000";"12*    ";"K";"0128400";"1"
"0012.1000000";"12*    ";"K";"0143500";"1"
"0012.1000000";"12*    ";"K";"0148600";"2"
"0012.1000000";"12*    ";"K";"0176800";"2"
"0012.1000000";"12*    ";"K";"0177100";"0"
"0012.1000000";"12*    ";"K";"0177700";"2"
"0012.1000000";"12*    ";"K";"0179300";"1"
"0012.1000000";"12*    ";"K";"0188800";"1"
"0012.1000000";"12*    ";"K";"0193400";"2"
"0012.1000000";"12*    ";"K";"0197500";"1"
"0012.1000000";"12*    ";"K";"0197900";"1"
"0012.1000000";"12*    ";"K";"0202600";"2"
"0012.1000000";"12*    ";"K";"0225900";"1"
"0012.1000000";"12*    ";"K";"0231200";"2"
"0012.1000000";"12*    ";"K";"0247300";"1"
"0012.1000000";"12*    ";"K";"0252400";"2"
"0012.1000000";"12*    ";"K";"0259100";"1"
"0012.1000000";"12*    ";"K";"0265700";"1"
"0012.1000000";"12*    ";"K";"0270100";"2"
"0012.1000000";"12*    ";"K";"0287100";"0"
"0012.1000000";"12*    ";"K";"0287300";"1"
"0012.1000000";"12*    ";"K";"0292600";"1"
"0012.1000000";"12*    ";"K";"0301900";"0"
"0012.1000000";"12*    ";"K";"0313700";"2"
"0012.1000000";"12*    ";"K";"0325200";"2"
"0012.1000000";"12*    ";"K";"0325500";"2"
"0012.1000000";"12*    ";"K";"0332900";"1"
"0012.1000000";"12*    ";"K";"0339300";"1"
"0012.1000000";"12*    ";"K";"0340300";"1"
"0012.1000000";"12*    ";"K";"0375400";"2"
"0012.1000000";"12*    ";"K";"0379300";"2"
"0012.1000000";"12*    ";"K";"0401400";"2"
"0012.1000000";"12*    ";"K";"0408100";"1"
"0012.1000000";"12*    ";"K";"0433400";"2"
"0012.1000000";"12*    ";"K";"0444100";"1"
"0012.1000000";"12*    ";"K";"0451700";"2"
"0012.1000000";"12*    ";"S";"0121600";"2"
"0012.1000000";"12*    ";"S";"0194000";"2"
"0012.1000000";"12*    ";"S";"0213300";"0"
"0012.1000000";"12*    ";"S";"0224300";"2"
"0012.1000000";"12*    ";"S";"0353100";"1"
"0012.1090000";"12*h   ";"B";"0000100";"2"
"0012.1090000";"12*h   ";"B";"0000300";"0"
"0012.1090000";"12*h   ";"B";"0000600";"0"
"0012.1090000";"12*h   ";"B";"0000700";"0"
"0012.1090000";"12*h   ";"B";"0000800";"2"
"0012.1090000";"12*h   ";"B";"0025200";"0"
"0012.1090000";"12*h   ";"B";"0025300";"0"
"0012.1090000";"12*h   ";"B";"0025400";"0"
"0012.1090000";"12*h   ";"B";"0060400";"3"
"0012.1090000";"12*h   ";"B";"0165000";"1"
"0012.1090000";"12*h   ";"B";"0174200";"0"
"0012.1090000";"12*h   ";"B";"0217500";"0"
"0012.1090000";"12*h   ";"B";"0227200";"3"
"0012.1090000";"12*h   ";"B";"0302800";"0"
"0012.1090000";"12*h   ";"B";"0305800";"3"
"0012.1090000";"12*h   ";"B";"0306100";"0"
"0012.1090000";"12*h   ";"B";"0317500";"3"
"0012.1090000";"12*h   ";"B";"0328400";"0"
"0012.1090000";"12*h   ";"B";"0335900";"0"
"0012.1090000";"12*h   ";"B";"0363700";"3"
"0012.1090000";"12*h   ";"B";"0402200";"2"
"0012.1090000";"12*h   ";"B";"0402300";"2"
"0012.1090000";"12*h   ";"B";"0413600";"0"
"0012.1090000";"12*h   ";"B";"0421400";"0"
"0012.1090000";"12*h   ";"B";"0421500";"0"
"0012.1090000";"12*h   ";"B";"0432800";"0"
"0012.1090000";"12*h   ";"K";"0005500";"2"
"0012.1090000";"12*h   ";"K";"0038700";"2"
"0012.1090000";"12*h   ";"K";"0055200";"1"
"0012.1090000";"12*h   ";"K";"0078800";"1"
"0012.1090000";"12*h   ";"K";"0083700";"2"
"0012.1090000";"12*h   ";"K";"0107100";"2"
"0012.1090000";"12*h   ";"K";"0114300";"2"
"0012.1090000";"12*h   ";"K";"0128400";"1"
"0012.1090000";"12*h   ";"K";"0143500";"2"
"0012.1090000";"12*h   ";"K";"0197400";"1"
"0012.1090000";"12*h   ";"K";"0197900";"1"
"0012.1090000";"12*h   ";"K";"0202600";"2"
"0012.1090000";"12*h   ";"K";"0207300";"1"
"0012.1090000";"12*h   ";"K";"0227400";"2"
"0012.1090000";"12*h   ";"K";"0231200";"2"
"0012.1090000";"12*h   ";"K";"0252400";"1"
"0012.1090000";"12*h   ";"K";"0259100";"1"
"0012.1090000";"12*h   ";"K";"0287300";"1"
"0012.1090000";"12*h   ";"K";"0292600";"1"
"0012.1090000";"12*h   ";"K";"0313700";"1"
"0012.1090000";"12*h   ";"K";"0339300";"1"
"0012.1090000";"12*h   ";"K";"0357400";"2"
"0012.1090000";"12*h   ";"K";"0436700";"2"
"0012.1090000";"12*h   ";"K";"0437900";"1"
"0012.1090000";"12*h   ";"K";"0444100";"1"
"0012.1090000";"12*h   ";"S";"0025400";"2"
"0012.1090000";"12*h   ";"S";"0133600";"2"
"0012.1090000";"12*h   ";"S";"0224200";"2"
"0012.1090000";"12*h   ";"S";"0243400";"2"
"0012.1090000";"12*h   ";"S";"0305500";"2"
"0012.1090000";"12*h   ";"S";"0349500";"2"
"0012.0001200";"12S    ";"B";"0000100";"2"
"0012.0001200";"12S    ";"B";"0000300";"3"
"0012.0001200";"12S    ";"B";"0000600";"0"
"0012.0001200";"12S    ";"B";"0000700";"3"
"0012.0001200";"12S    ";"B";"0000800";"2"
"0012.0001200";"12S    ";"B";"0025200";"3"
"0012.0001200";"12S    ";"B";"0025300";"3"
"0012.0001200";"12S    ";"B";"0025400";"0"
"0012.0001200";"12S    ";"B";"0060400";"3"
"0012.0001200";"12S    ";"B";"0096900";"0"
"0012.0001200";"12S    ";"B";"0097200";"0"
"0012.0001200";"12S    ";"B";"0165000";"1"
"0012.0001200";"12S    ";"B";"0174200";"2"
"0012.0001200";"12S    ";"B";"0213300";"3"
"0012.0001200";"12S    ";"B";"0217500";"3"
"0012.0001200";"12S    ";"B";"0227200";"0"
"0012.0001200";"12S    ";"B";"0287100";"0"
"0012.0001200";"12S    ";"B";"0302800";"3"
"0012.0001200";"12S    ";"B";"0304900";"0"
"0012.0001200";"12S    ";"B";"0305800";"0"
"0012.0001200";"12S    ";"B";"0306100";"0"
"0012.0001200";"12S    ";"B";"0317100";"0"
"0012.0001200";"12S    ";"B";"0317300";"0"
"0012.0001200";"12S    ";"B";"0317500";"3"
"0012.0001200";"12S    ";"B";"0328400";"3"
"0012.0001200";"12S    ";"B";"0329700";"0"
"0012.0001200";"12S    ";"B";"0335900";"3"
"0012.0001200";"12S    ";"B";"0336000";"0"
"0012.0001200";"12S    ";"B";"0336100";"3"
"0012.0001200";"12S    ";"B";"0346500";"0"
"0012.0001200";"12S    ";"B";"0362800";"0"
"0012.0001200";"12S    ";"B";"0363700";"3"
"0012.0001200";"12S    ";"B";"0402200";"3"
"0012.0001200";"12S    ";"B";"0402300";"3"
"0012.0001200";"12S    ";"B";"0402500";"0"
"0012.0001200";"12S    ";"B";"0413600";"3"
"0012.0001200";"12S    ";"B";"0421400";"3"
"0012.0001200";"12S    ";"B";"0421500";"3"
"0012.0001200";"12S    ";"B";"0432800";"2"
"0012.0001200";"12S    ";"K";"0003000";"2"
"0012.0001200";"12S    ";"K";"0005200";"1"
"0012.0001200";"12S    ";"K";"0006800";"1"
"0012.0001200";"12S    ";"K";"0010400";"2"
"0012.0001200";"12S    ";"K";"0024800";"1"
"0012.0001200";"12S    ";"K";"0033600";"1"
"0012.0001200";"12S    ";"K";"0034100";"2"
"0012.0001200";"12S    ";"K";"0039100";"2"
"0012.0001200";"12S    ";"K";"0048200";"1"
"0012.0001200";"12S    ";"K";"0048300";"1"
"0012.0001200";"12S    ";"K";"0048700";"1"
"0012.0001200";"12S    ";"K";"0055700";"1"
"0012.0001200";"12S    ";"K";"0064200";"2"
"0012.0001200";"12S    ";"K";"0078800";"1"
"0012.0001200";"12S    ";"K";"0079600";"2"
"0012.0001200";"12S    ";"K";"0086100";"2"
"0012.0001200";"12S    ";"K";"0092300";"1"
"0012.0001200";"12S    ";"K";"0093300";"2"
"0012.0001200";"12S    ";"K";"0094700";"1"
"0012.0001200";"12S    ";"K";"0113500";"1"
"0012.0001200";"12S    ";"K";"0133500";"0"
"0012.0001200";"12S    ";"K";"0134800";"2"
"0012.0001200";"12S    ";"K";"0143300";"2"
"0012.0001200";"12S    ";"K";"0143500";"1"
"0012.0001200";"12S    ";"K";"0148600";"2"
"0012.0001200";"12S    ";"K";"0159400";"2"
"0012.0001200";"12S    ";"K";"0159900";"2"
"0012.0001200";"12S    ";"K";"0165800";"2"
"0012.0001200";"12S    ";"K";"0167400";"2"
"0012.0001200";"12S    ";"K";"0173800";"2"
"0012.0001200";"12S    ";"K";"0179300";"1"
"0012.0001200";"12S    ";"K";"0188800";"1"
"0012.0001200";"12S    ";"K";"0189700";"1"
"0012.0001200";"12S    ";"K";"0193400";"2"
"0012.0001200";"12S    ";"K";"0194000";"2"
"0012.0001200";"12S    ";"K";"0197300";"0"
"0012.0001200";"12S    ";"K";"0207400";"1"
"0012.0001200";"12S    ";"K";"0213700";"1"
"0012.0001200";"12S    ";"K";"0221500";"2"
"0012.0001200";"12S    ";"K";"0226000";"1"
"0012.0001200";"12S    ";"K";"0231200";"2"
"0012.0001200";"12S    ";"K";"0238500";"1"
"0012.0001200";"12S    ";"K";"0242000";"2"
"0012.0001200";"12S    ";"K";"0251400";"1"
"0012.0001200";"12S    ";"K";"0252400";"2"
"0012.0001200";"12S    ";"K";"0259100";"1"
"0012.0001200";"12S    ";"K";"0259800";"2"
"0012.0001200";"12S    ";"K";"0270100";"2"
"0012.0001200";"12S    ";"K";"0287300";"2"
"0012.0001200";"12S    ";"K";"0292600";"1"
"0012.0001200";"12S    ";"K";"0295700";"2"
"0012.0001200";"12S    ";"K";"0302400";"1"
"0012.0001200";"12S    ";"K";"0313400";"2"
"0012.0001200";"12S    ";"K";"0313700";"2"
"0012.0001200";"12S    ";"K";"0316500";"1"
"0012.0001200";"12S    ";"K";"0316800";"2"
"0012.0001200";"12S    ";"K";"0324700";"2"
"0012.0001200";"12S    ";"K";"0326000";"1"
"0012.0001200";"12S    ";"K";"0332800";"2"
"0012.0001200";"12S    ";"K";"0332900";"2"
"0012.0001200";"12S    ";"K";"0338200";"1"
"0012.0001200";"12S    ";"K";"0339300";"2"
"0012.0001200";"12S    ";"K";"0369100";"1"
"0012.0001200";"12S    ";"K";"0389800";"2"
"0012.0001200";"12S    ";"K";"0406800";"1"
"0012.0001200";"12S    ";"K";"0433400";"2"
"0012.0001200";"12S    ";"K";"0435700";"2"
"0012.0001200";"12S    ";"K";"0436700";"2"
"0012.0001200";"12S    ";"K";"0444100";"2"
"0012.0001200";"12S    ";"K";"0451600";"2"
"0012.0001200";"12S    ";"M";"1000422";"2"
"0012.0001200";"12S    ";"S";"0067700";"0"
"0012.0001200";"12S    ";"S";"0116400";"1"
"0012.0001200";"12S    ";"S";"0119700";"1"
"0012.0001200";"12S    ";"S";"0121600";"1"
"0012.0001200";"12S    ";"S";"0122200";"1"
"0012.0001200";"12S    ";"S";"0122400";"0"
"0012.0001200";"12S    ";"S";"0133500";"2"
"0012.0001200";"12S    ";"S";"0133600";"1"
"0012.0001200";"12S    ";"S";"0159000";"1"
"0012.0001200";"12S    ";"S";"0159100";"2"
"0012.0001200";"12S    ";"S";"0174000";"2"
"0012.0001200";"12S    ";"S";"0194000";"0"
"0012.0001200";"12S    ";"S";"0213300";"0"
"0012.0001200";"12S    ";"S";"0238100";"1"
"0012.0001200";"12S    ";"S";"0243400";"1"
"0012.0001200";"12S    ";"S";"0243900";"1"
"0012.0001200";"12S    ";"S";"0244200";"1"
"0012.0001200";"12S    ";"S";"0330300";"1"
"0012.0001200";"12S    ";"S";"0346300";"0"
"0012.0001200";"12S    ";"S";"0347800";"1"
"0012.0001200";"12S    ";"S";"0349500";"1"
"0012.0001200";"12S    ";"S";"0353100";"1"
"0012.0001200";"12S    ";"S";"0354400";"1"
"0012.0001200";"12S    ";"S";"0368300";"1"
"0012.0001200";"12S    ";"S";"0368400";"0"
"0012.0001200";"12S    ";"S";"0444300";"1"
"0012.0001200";"12S    ";"S";"0444400";"1"
"0012.0001230";"12SFe  ";"B";"0000100";"2"
"0012.0001230";"12SFe  ";"B";"0000300";"3"
"0012.0001230";"12SFe  ";"B";"0000600";"0"
"0012.0001230";"12SFe  ";"B";"0000700";"3"
"0012.0001230";"12SFe  ";"B";"0000800";"2"
"0012.0001230";"12SFe  ";"B";"0025200";"3"
"0012.0001230";"12SFe  ";"B";"0025300";"3"
"0012.0001230";"12SFe  ";"B";"0025400";"0"
"0012.0001230";"12SFe  ";"B";"0060400";"3"
"0012.0001230";"12SFe  ";"B";"0096900";"0"
"0012.0001230";"12SFe  ";"B";"0097200";"0"
"0012.0001230";"12SFe  ";"B";"0165000";"1"
"0012.0001230";"12SFe  ";"B";"0174200";"2"
"0012.0001230";"12SFe  ";"B";"0213300";"3"
"0012.0001230";"12SFe  ";"B";"0217500";"3"
"0012.0001230";"12SFe  ";"B";"0227200";"0"
"0012.0001230";"12SFe  ";"B";"0287100";"0"
"0012.0001230";"12SFe  ";"B";"0302800";"3"
"0012.0001230";"12SFe  ";"B";"0304900";"0"
"0012.0001230";"12SFe  ";"B";"0305800";"0"
"0012.0001230";"12SFe  ";"B";"0306100";"0"
"0012.0001230";"12SFe  ";"B";"0317100";"0"
"0012.0001230";"12SFe  ";"B";"0317300";"0"
"0012.0001230";"12SFe  ";"B";"0317500";"3"
"0012.0001230";"12SFe  ";"B";"0328400";"3"
"0012.0001230";"12SFe  ";"B";"0329700";"0"
"0012.0001230";"12SFe  ";"B";"0335900";"3"
"0012.0001230";"12SFe  ";"B";"0336000";"0"
"0012.0001230";"12SFe  ";"B";"0336100";"3"
"0012.0001230";"12SFe  ";"B";"0346500";"0"
"0012.0001230";"12SFe  ";"B";"0362800";"0"
"0012.0001230";"12SFe  ";"B";"0363700";"3"
"0012.0001230";"12SFe  ";"B";"0402200";"3"
"0012.0001230";"12SFe  ";"B";"0402300";"3"
"0012.0001230";"12SFe  ";"B";"0402500";"0"
"0012.0001230";"12SFe  ";"B";"0413600";"3"
"0012.0001230";"12SFe  ";"B";"0421400";"3"
"0012.0001230";"12SFe  ";"B";"0421500";"3"
"0012.0001230";"12SFe  ";"B";"0432800";"2"
"0012.0001230";"12SFe  ";"K";"0003000";"2"
"0012.0001230";"12SFe  ";"K";"0005200";"1"
"0012.0001230";"12SFe  ";"K";"0006800";"1"
"0012.0001230";"12SFe  ";"K";"0010400";"2"
"0012.0001230";"12SFe  ";"K";"0024800";"1"
"0012.0001230";"12SFe  ";"K";"0033600";"1"
"0012.0001230";"12SFe  ";"K";"0034100";"2"
"0012.0001230";"12SFe  ";"K";"0039100";"2"
"0012.0001230";"12SFe  ";"K";"0048200";"1"
"0012.0001230";"12SFe  ";"K";"0048300";"1"
"0012.0001230";"12SFe  ";"K";"0048700";"1"
"0012.0001230";"12SFe  ";"K";"0055700";"1"
"0012.0001230";"12SFe  ";"K";"0064200";"2"
"0012.0001230";"12SFe  ";"K";"0078800";"1"
"0012.0001230";"12SFe  ";"K";"0079600";"2"
"0012.0001230";"12SFe  ";"K";"0086100";"2"
"0012.0001230";"12SFe  ";"K";"0092300";"1"
"0012.0001230";"12SFe  ";"K";"0093300";"2"
"0012.0001230";"12SFe  ";"K";"0094700";"1"
"0012.0001230";"12SFe  ";"K";"0113500";"1"
"0012.0001230";"12SFe  ";"K";"0133500";"0"
"0012.0001230";"12SFe  ";"K";"0134800";"2"
"0012.0001230";"12SFe  ";"K";"0143300";"2"
"0012.0001230";"12SFe  ";"K";"0143500";"1"
"0012.0001230";"12SFe  ";"K";"0148600";"2"
"0012.0001230";"12SFe  ";"K";"0159400";"2"
"0012.0001230";"12SFe  ";"K";"0159900";"2"
"0012.0001230";"12SFe  ";"K";"0165800";"2"
"0012.0001230";"12SFe  ";"K";"0167400";"2"
"0012.0001230";"12SFe  ";"K";"0173800";"2"
"0012.0001230";"12SFe  ";"K";"0179300";"1"
"0012.0001230";"12SFe  ";"K";"0188800";"1"
"0012.0001230";"12SFe  ";"K";"0189700";"1"
"0012.0001230";"12SFe  ";"K";"0193400";"2"
"0012.0001230";"12SFe  ";"K";"0194000";"2"
"0012.0001230";"12SFe  ";"K";"0197300";"0"
"0012.0001230";"12SFe  ";"K";"0207400";"1"
"0012.0001230";"12SFe  ";"K";"0213700";"1"
"0012.0001230";"12SFe  ";"K";"0221500";"2"
"0012.0001230";"12SFe  ";"K";"0226000";"1"
"0012.0001230";"12SFe  ";"K";"0231200";"2"
"0012.0001230";"12SFe  ";"K";"0238500";"1"
"0012.0001230";"12SFe  ";"K";"0242000";"2"
"0012.0001230";"12SFe  ";"K";"0251400";"1"
"0012.0001230";"12SFe  ";"K";"0252400";"2"
"0012.0001230";"12SFe  ";"K";"0259100";"1"
"0012.0001230";"12SFe  ";"K";"0259800";"2"
"0012.0001230";"12SFe  ";"K";"0270100";"2"
"0012.0001230";"12SFe  ";"K";"0287300";"2"
"0012.0001230";"12SFe  ";"K";"0292600";"1"
"0012.0001230";"12SFe  ";"K";"0295700";"2"
"0012.0001230";"12SFe  ";"K";"0302400";"1"
"0012.0001230";"12SFe  ";"K";"0313400";"2"
"0012.0001230";"12SFe  ";"K";"0313700";"2"
"0012.0001230";"12SFe  ";"K";"0316500";"1"
"0012.0001230";"12SFe  ";"K";"0316800";"2"
"0012.0001230";"12SFe  ";"K";"0324700";"2"
"0012.0001230";"12SFe  ";"K";"0326000";"1"
"0012.0001230";"12SFe  ";"K";"0332800";"2"
"0012.0001230";"12SFe  ";"K";"0332900";"2"
"0012.0001230";"12SFe  ";"K";"0338200";"1"
"0012.0001230";"12SFe  ";"K";"0339300";"2"
"0012.0001230";"12SFe  ";"K";"0369100";"1"
"0012.0001230";"12SFe  ";"K";"0389800";"2"
"0012.0001230";"12SFe  ";"K";"0406800";"1"
"0012.0001230";"12SFe  ";"K";"0433400";"2"
"0012.0001230";"12SFe  ";"K";"0435700";"2"
"0012.0001230";"12SFe  ";"K";"0436700";"2"
"0012.0001230";"12SFe  ";"K";"0444100";"2"
"0012.0001230";"12SFe  ";"K";"0451600";"2"
"0012.0001230";"12SFe  ";"M";"1000422";"2"
"0012.0001230";"12SFe  ";"S";"0067700";"0"
"0012.0001230";"12SFe  ";"S";"0116400";"1"
"0012.0001230";"12SFe  ";"S";"0119700";"1"
"0012.0001230";"12SFe  ";"S";"0121600";"1"
"0012.0001230";"12SFe  ";"S";"0122200";"1"
"0012.0001230";"12SFe  ";"S";"0122400";"0"
"0012.0001230";"12SFe  ";"S";"0133500";"2"
"0012.0001230";"12SFe  ";"S";"0133600";"1"
"0012.0001230";"12SFe  ";"S";"0159000";"1"
"0012.0001230";"12SFe  ";"S";"0159100";"2"
"0012.0001230";"12SFe  ";"S";"0174000";"2"
"0012.0001230";"12SFe  ";"S";"0194000";"0"
"0012.0001230";"12SFe  ";"S";"0213300";"0"
"0012.0001230";"12SFe  ";"S";"0238100";"1"
"0012.0001230";"12SFe  ";"S";"0243400";"1"
"0012.0001230";"12SFe  ";"S";"0243900";"1"
