CLNR;x;y;IP5AREPROZ;IP50PROZ;custom_forest_type_code;custom_transition_forest_type_code
6232;2689006;1266003;100,00;78,10;N0001.0000000;
6252;2699002;1266002;100,00;84,00;N0007.0010000;N0010.0010000
6252;2699002;1266002;0,00;16,00;N3000.0000000;
6272;2709003;1266000;100,00;100,00;N0007.0001200;
6276;2710999;1265994;0,00;11,60;N0010.0010000;
6276;2710999;1265994;100,00;75,70;N0009.0010000;
6276;2710999;1265994;0,00;12,70;N0027.0000000;
6284;2715001;1266002;94,10;48,30;N0008.0010000;N0012.0010000
6284;2715001;1266002;0,10;23,50;N3002.0000000;
6284;2715001;1266002;5,80;28,30;N0008.0001200;
6316;2731001;1265999;100,00;100,00;N0029.0000200;
6332;2739000;1265996;86,50;47,70;N0029.0000000;
6332;2739000;1265996;13,50;52,30;N3002.0000000;
6340;2743006;1266002;14,60;30,50;N0010.0140000;
6340;2743006;1266002;85,40;69,50;N0007.0001200;
6676;2606002;1265007;100,00;100,00;N0029.0000000;N0007.0001200
6680;2607997;1264999;100,00;100,00;N0007.0010000;N0007.0001200
6707;2624008;1265000;99,00;77,50;N0007.0010000;
6707;2624008;1265000;0,00;12,60;N0007.0010000;
6707;2624008;1265000;1,00;9,90;N3001.0000000;
6711;2626005;1265002;100,00;100,00;N0007.0010000;
6719;2630000;1264998;100,00;100,00;N0007.0001200;
6723;2632004;1264989;100,00;86,50;N0012.0001200;
6723;2632004;1264989;0,00;7,30;N3001.0000000;
6723;2632004;1264989;0,00;6,20;N0008.0001200;
6727;2634023;1265002;21,50;27,90;N3001.0000000;N3004.0000000
6727;2634023;1265002;3,00;21,10;N0009.0010000;
6727;2634023;1265002;75,50;51,00;N0007.0010000;N0009.0010000
6731;2636000;1265005;62,30;48,00;N0012.0010000;N0013.0010000
6731;2636000;1265005;37,70;45,40;N0012.0010000;
6731;2636000;1265005;0,00;4,30;N0022.0000000;
6731;2636000;1265005;0,00;2,30;N0022.0000000;
6739;2640019;1264991;47,80;58,40;N0009.0010000;N0012.0010000
6739;2640019;1264991;52,20;41,60;N0009.0010000;N0012.0001200
6743;2642011;1264997;63,80;48,70;N0007.0010000;N0010.0010000
6743;2642011;1264997;36,20;43,10;N3003.0000000;
6743;2642011;1264997;0,00;8,10;N0015.0000000;
6747;2644009;1265004;2,60;15,60;N0007.0001200;
6747;2644009;1265004;97,40;84,40;N0007.0010000;N0009.0010000
6755;2648000;1265004;100,00;100,00;N0010.0010000;
6767;2654002;1265000;0,00;13,40;N3001.0000000;
6767;2654002;1265000;100,00;86,60;N0009.0010000;
6771;2655985;1265004;100,00;100,00;N0012.0010000;N0013.0010000
6779;2660004;1265002;100,00;100,00;N0007.0001200;
6795;2668000;1265003;100,00;100,00;N0006.0000000;
6799;2669999;1264999;4,50;25,80;N3003.0000000;
6799;2669999;1264999;18,90;18,70;N0001.0000000;
6799;2669999;1264999;6,00;13,80;N0006.0000000;
6799;2669999;1264999;70,60;41,70;N0009.0010000;
6803;2671996;1265002;0,00;1,10;N0007.0010000;
6803;2671996;1265002;26,10;40,70;N0007.0001200;N0026.0000000
6803;2671996;1265002;0,00;2,70;N0007.0010000;
6803;2671996;1265002;73,90;55,50;N3003.0000000;
6807;2674000;1264998;17,50;27,30;N0007.0010000;
6807;2674000;1264998;82,50;72,70;N3003.0000000;
6811;2676000;1265003;100,00;97,50;N0006.0000000;
6811;2676000;1265003;0,00;2,50;N3001.0000000;
6819;2680005;1264997;100,00;100,00;N0006.0000000;
6847;2694008;1265000;100,00;100,00;N0007.0010000;
6915;2727996;1265000;65,40;47,90;N0007.0001200;
6915;2727996;1265000;34,60;52,10;N0007.0010000;
6931;2736005;1265008;40,80;48,30;N3002.0000000;
6931;2736005;1265008;59,10;51,70;N0007.0010000;N0010.0010000
7323;2625003;1264002;0,00;2,90;N3001.0000000;
7323;2625003;1264002;18,50;33,20;N0006.0000000;
7323;2625003;1264002;81,50;63,90;N0007.0010000;
7327;2627004;1264004;100,00;100,00;N0007.0001200;N0011.0000000
7339;2632999;1263995;100,00;100,00;N0011.0000000;
7355;2641006;1264000;100,00;100,00;N0009.0010000;N0011.0000000
7359;2643000;1264002;0,00;5,90;N0011.0000000;
7359;2643000;1264002;5,20;15,20;N0026.0000000;
7359;2643000;1264002;56,50;20,50;N0007.0010000;N0009.0010000
7359;2643000;1264002;38,30;49,00;N3003.0000000;
7359;2643000;1264002;0,00;9,30;N3003.0000000;
7379;2653001;1264001;0,00;7,50;N3001.0000000;
7379;2653001;1264001;44,60;33,60;N0011.0000000;
7379;2653001;1264001;0,00;4,50;N0007.0010000;N0009.0010000
7379;2653001;1264001;55,40;54,40;N0007.0010000;N0010.0010000
7383;2655005;1263999;0,00;8,00;N3001.0000000;
7383;2655005;1263999;68,80;61,80;N0009.0010000;
7383;2655005;1263999;31,20;30,30;N0010.0010000;
7387;2657003;1264005;100,00;100,00;N0009.0010000;
7395;2661004;1264000;100,00;96,00;N0014.0000000;
7395;2661004;1264000;0,00;4,00;N3001.0000000;
7399;2663003;1264001;100,00;100,00;N0006.0000000;
7415;2671000;1263996;5,00;30,50;N0006.0000000;
7415;2671000;1263996;95,00;69,50;N0007.1000000;N0006.0000000
7419;2673009;1263991;100,00;100,00;N0001.0000000;
7463;2695006;1263999;35,30;46,60;N0007.0010000;N0009.0010000
7463;2695006;1263999;64,70;53,40;N0007.0010000;
7467;2697002;1264003;100,00;100,00;N0007.0010000;
7479;2703016;1264010;16,70;9,10;N3001.0000000;
7479;2703016;1264010;63,20;48,20;N0007.0001200;
7479;2703016;1264010;6,20;22,20;N0007.0001200;
7479;2703016;1264010;0,00;3,20;N0007.0001200;
7479;2703016;1264010;0,00;4,50;N0026.0000000;
7479;2703016;1264010;13,90;12,80;N0011.0000000;
7487;2707004;1263999;100,00;92,90;N0012.0010000;
7487;2707004;1263999;0,00;3,60;N0012.0001200;
7487;2707004;1263999;0,00;3,50;N3003.0000000;
7495;2711004;1264000;100,00;100,00;N0029.0000000;N0007.0010000
7567;2747002;1264000;0,00;16,40;N3003.0000000;
7567;2747002;1264000;19,30;23,40;N0026.0000000;
7567;2747002;1264000;80,70;39,10;N3003.0000000;
7567;2747002;1264000;0,00;21,10;N0007.0001200;N0029.0000000
7910;2612001;1262999;62,30;56,20;N0007.0010000;N0009.0010000
7910;2612001;1262999;31,30;16,90;N0007.0010000;
7910;2612001;1262999;6,40;19,10;N3003.0000000;
7910;2612001;1262999;0,00;7,80;N0007.0010000;N0007.0001200
7914;2613999;1263005;3,10;29,10;N0007.0010000;
7914;2613999;1263005;96,90;70,90;N0006.0000000;
7970;2642006;1263004;0,00;12,10;N0007.0010000;N0009.0010000
7970;2642006;1263004;100,00;87,90;N0011.0000000;
7978;2646002;1263003;0,00;4,60;N3003.0000000;
7978;2646002;1263003;4,80;7,50;N0007.0010000;N0009.0010000
7978;2646002;1263003;93,30;74,40;N0012.0010000;
7978;2646002;1263003;2,00;13,60;N0009.0010000;
7982;2647999;1263001;100,00;100,00;N0009.0010000;
7986;2649999;1262998;89,60;78,10;N0009.0010000;
7986;2649999;1262998;10,40;16,70;N0007.0010000;
7986;2649999;1262998;0,00;5,20;N0026.0000000;
7990;2652002;1263003;35,50;40,50;N3003.0000000;
7990;2652002;1263003;64,50;59,50;N0009.0010000;
7994;2654002;1263006;100,00;100,00;N0012.0010000;
8010;2662017;1263009;100,00;100,00;N0007.0010000;N0006.0000000
8014;2664002;1262999;100,00;73,60;N0006.0000000;
8014;2664002;1262999;0,00;26,40;N0001.0000000;
8018;2666005;1263005;100,00;91,40;N0006.0000000;
8018;2666005;1263005;0,00;8,60;N0001.0000000;
8030;2671996;1263001;0,00;18,70;N0007.1000000;
8030;2671996;1263001;100,00;81,30;N0007.1000000;N0001.0000000
8034;2674006;1263001;100,00;100,00;N0001.0000000;
8038;2675999;1262991;87,70;51,60;N0026.0000000;
8038;2675999;1262991;12,30;30,90;N0007.0010000;N0006.0000000
8038;2675999;1262991;0,00;17,60;N3002.0000000;
8058;2686009;1262997;0,00;11,90;N0008.0001200;
8058;2686009;1262997;96,50;85,30;N0012.0010000;N0009.0010000
8058;2686009;1262997;3,50;2,80;N0015.0000000;
8070;2692001;1263003;0,10;13,10;N0009.0010000;
8070;2692001;1263003;33,30;30,00;N3000.0000000;
8070;2692001;1263003;66,70;56,90;N0011.0000000;
8082;2698009;1262996;17,50;14,00;N0007.0001200;
8082;2698009;1262996;62,70;66,30;N0007.0010000;
8082;2698009;1262996;19,80;19,70;N0007.0001200;
8090;2701998;1263002;77,80;66,50;N0009.0010000;
8090;2701998;1263002;22,10;33,50;N3000.0000000;
8094;2704004;1263002;100,00;100,00;N0006.0000000;N0008.0040000
8098;2706001;1263014;59,40;48,50;N0007.0010000;N0015.0000000
8098;2706001;1263014;40,60;51,50;N0010.0140000;
8102;2708012;1262997;76,70;35,70;N0012.0010000;
8102;2708012;1262997;0,00;6,40;N0012.0010000;
8102;2708012;1262997;23,30;55,00;N0012.0010000;N0008.0010000
8102;2708012;1262997;0,00;2,90;N0008.0040000;N0008.0010000
8122;2718004;1263004;0,00;16,40;N0029.0000200;
8122;2718004;1263004;100,00;76,30;N0014.0000000;
8122;2718004;1263004;0,00;7,30;N0015.0000000;
8130;2722005;1263003;100,00;81,90;N0012.0001200;N0026.0000000
8130;2722005;1263003;0,00;18,10;N0008.0010000;
8134;2724002;1263009;27,90;41,00;N3003.0000000;
8134;2724002;1263009;72,10;59,00;N0008.0040000;
8146;2730006;1262997;0,00;4,50;N0010.0010000;
8146;2730006;1262997;21,10;21,80;N3003.0000000;
8146;2730006;1262997;49,70;40,10;N0012.0001200;
8146;2730006;1262997;22,20;14,80;N0029.0000000;
8146;2730006;1262997;7,00;18,80;N0012.0010000;
8154;2734002;1263004;100,00;83,60;N0009.0010000;
8154;2734002;1263004;0,00;9,00;N0011.0000000;
8154;2734002;1263004;0,00;7,50;N0011.0000000;
8536;2614990;1262014;71,60;60,20;N0007.0010000;
8536;2614990;1262014;28,40;39,80;N3003.0000000;
8560;2626998;1261999;100,00;100,00;N0009.0010000;
8576;2635004;1261999;100,00;85,90;N0012.0010000;
8576;2635004;1261999;0,00;14,10;N3001.0000000;
8580;2636994;1261996;11,10;36,10;N3003.0000000;
8580;2636994;1261996;88,90;63,90;N0010.0010000;
8604;2648999;1261998;81,50;63,40;N0015.0000000;
8604;2648999;1261998;18,50;36,60;N3003.0000000;
8608;2650995;1261999;0,90;13,00;N0007.0010000;N0009.0010000
8608;2650995;1261999;19,80;27,60;N0009.0010000;
8608;2650995;1261999;79,30;59,50;N0010.0140000;
8612;2652999;1261996;0,00;4,70;N0009.0010000;
8612;2652999;1261996;79,40;58,70;N0014.0000000;
8612;2652999;1261996;0,00;6,10;N0009.0140000;
8612;2652999;1261996;20,60;30,40;N0010.0010000;
8632;2663001;1262003;100,00;82,10;N0007.0010000;N0006.0000000
8632;2663001;1262003;0,00;17,90;N0001.0000000;
8636;2665004;1262004;0,00;9,40;N0007.0010000;N0007.1000000
8636;2665004;1262004;100,00;90,60;N0006.0000000;N0007.1000000
8676;2685003;1261993;37,40;35,10;N0007.0010000;
8676;2685003;1261993;62,60;64,90;N0007.0001200;
8684;2688986;1262007;100,00;100,00;N0007.0010000;N0009.0010000
8688;2691005;1262003;100,00;100,00;N0009.0010000;N0008.0040000
8728;2711002;1261997;69,90;60,40;N0007.0010000;N0006.0000000
8728;2711002;1261997;30,10;39,60;N0007.0010000;
8740;2717001;1262003;1,70;23,20;N3002.0000000;
8740;2717001;1262003;98,30;71,50;N0007.0010000;N0006.0000000
8740;2717001;1262003;0,00;5,30;N0007.0001200;
8748;2721004;1262002;100,00;80,10;N0026.0000000;
8748;2721004;1262002;0,00;19,90;N0008.0010000;
8780;2737003;1261998;0,00;3,90;N0026.0000000;
8780;2737003;1261998;100,00;89,00;N0011.0000000;
8780;2737003;1261998;0,00;7,10;N0009.0010000;
8788;2741002;1262001;100,00;100,00;N0011.0000000;
8804;2749003;1262000;45,10;59,90;N0007.0001200;
8804;2749003;1262000;54,90;40,10;N3000.0000000;
9159;2609995;1261001;100,00;100,00;N0007.0010000;
9171;2615996;1260998;100,00;100,00;N0009.0010000;N0007.0001200
9175;2618001;1260999;40,70;45,60;N0010.0140000;
9175;2618001;1260999;0,00;16,10;N0025.1000000;N0009.0010000
9175;2618001;1260999;59,30;38,30;N0011.0000000;
9187;2624008;1260979;91,60;59,70;N0014.0000000;
9187;2624008;1260979;0,00;9,00;N0010.0010000;
9187;2624008;1260979;8,40;31,30;N0010.0010000;
9191;2625993;1260997;100,00;71,10;N0010.0140000;
9191;2625993;1260997;0,00;28,90;N0009.0010000;
9195;2627994;1260989;100,00;100,00;N0009.0010000;
9199;2630000;1261001;57,90;42,70;N0010.0010000;
9199;2630000;1261001;33,90;37,10;N3003.0000000;
9199;2630000;1261001;8,20;20,20;N0009.0010000;
9219;2639988;1260995;81,00;63,60;N0009.0010000;
9219;2639988;1260995;19,00;16,10;N0009.0010000;N0022.0000000
9219;2639988;1260995;0,00;20,30;N0009.0010000;N0011.0000000
9231;2646000;1261002;100,00;100,00;N0009.0010000;N0012.0010000
9243;2652006;1260992;78,20;72,70;N0007.0010000;N0010.0010000
9243;2652006;1260992;21,80;27,30;N0009.0010000;
9251;2656001;1260997;26,20;37,30;N3003.0000000;
9251;2656001;1260997;0,00;8,90;N0006.0000000;
9251;2656001;1260997;72,80;41,50;N0007.0010000;N0010.0010000
9251;2656001;1260997;1,10;9,70;N0009.0010000;
9251;2656001;1260997;0,00;2,60;N3003.0000000;
9255;2657995;1261002;100,00;100,00;N0006.0000000;
9259;2660002;1261000;100,00;100,00;N0028.0000000;
9271;2665999;1260998;100,00;100,00;N0007.0010000;
9323;2692004;1261003;35,60;43,60;N3000.0000000;
9323;2692004;1261003;64,40;49,90;N0007.0001200;
9323;2692004;1261003;0,00;6,50;N0007.0010000;N0009.0010000
9343;2701998;1260999;0,00;15,30;N0007.0010000;
9343;2701998;1260999;100,00;84,70;N0008.0001200;
9347;2704001;1261001;100,00;94,40;N0012.0010000;
9347;2704001;1261001;0,00;5,60;N0027.0000000;
9351;2706007;1260996;0,00;2,50;N0012.0001200;
9351;2706007;1260996;43,60;39,70;N0012.0001200;
9351;2706007;1260996;0,00;11,80;N3001.0000000;
9351;2706007;1260996;46,90;37,30;N0012.0140000;
9351;2706007;1260996;9,50;7,40;N0008.0010000;
9351;2706007;1260996;0,00;1,30;N0026.0000000;
9395;2727995;1261001;11,90;33,40;N3003.0000000;
9395;2727995;1261001;59,00;40,20;N0012.0010000;
9395;2727995;1261001;0,00;11,40;N0012.0010000;
9395;2727995;1261001;29,10;15,00;N0026.0000000;
9411;2736001;1260999;100,00;100,00;N0007.0010000;N0006.0000000
9423;2742006;1261001;0,00;1,80;N3001.0000000;
9423;2742006;1261001;0,00;9,40;N3011.0000000;
9423;2742006;1261001;0,00;4,10;N0026.0000000;N0011.0000000
9423;2742006;1261001;0,00;13,60;N0027.0000000;
9423;2742006;1261001;20,10;5,70;N0009.0010000;N0011.0000000
9423;2742006;1261001;79,90;59,10;N0026.0000000;N0011.0000000
9423;2742006;1261001;0,00;0,60;N3003.0000000;
9423;2742006;1261001;0,00;5,80;N0011.0000000;N0017.0000000
9805;2569005;1259998;100,00;100,00;N0007.0010000;
9823;2579006;1259989;100,00;100,00;N0007.0001200;
9825;2580965;1259995;0,00;11,60;N0029.0000000;N0044.0000000
9825;2580965;1259995;100,00;88,40;N0007.0020000;
9851;2614996;1260000;15,70;33,60;N3003.0000000;
9851;2614996;1260000;84,20;66,40;N0010.0010000;
9855;2616998;1260002;95,20;74,70;N0009.0010000;
9855;2616998;1260002;4,70;25,30;N3002.0000000;
9859;2618996;1260006;100,00;100,00;N0012.0010000;N0009.0010000
9867;2623005;1260003;100,00;100,00;N0007.0010000;
9871;2625003;1260001;88,40;68,50;N0013.0010000;
9871;2625003;1260001;11,60;31,50;N3001.0000000;
9899;2638999;1260000;79,40;39,10;N0010.0010000;N0011.0000000
9899;2638999;1260000;18,60;37,00;N0010.0010000;
9899;2638999;1260000;2,00;24,00;N0009.0010000;
9907;2643006;1260001;100,00;100,00;N0007.0010000;N0010.0010000
9931;2655005;1260001;100,00;100,00;N0007.0010000;
9935;2657007;1259996;0,00;11,50;N0007.0010000;
9935;2657007;1259996;27,90;32,70;N0006.0000000;
9935;2657007;1259996;72,10;55,80;N0007.0010000;N0009.0010000
9943;2661000;1260002;51,90;40,00;N0006.0000000;
9943;2661000;1260002;48,10;60,00;N0007.0010000;
9967;2673001;1260005;100,00;91,60;N0012.0001200;
9967;2673001;1260005;0,00;8,40;N3001.0000000;
10007;2693005;1260004;43,40;24,50;N0026.0000000;
10007;2693005;1260004;0,00;12,70;N0010.0140000;
10007;2693005;1260004;0,00;9,50;N0010.0140000;
10007;2693005;1260004;56,60;40,70;N0007.0010000;
10007;2693005;1260004;0,00;12,60;N0006.0000000;
10015;2697003;1260000;100,00;95,00;N0008.0010000;N0012.0010000
10015;2697003;1260000;0,00;5,00;N0008.0010000;
10035;2707002;1260002;39,30;39,90;N0008.0010000;N0015.0000000
10035;2707002;1260002;15,10;20,80;N0012.0001200;
10035;2707002;1260002;18,60;9,60;N0012.0001200;N0008.0001200
10035;2707002;1260002;0,00;3,10;N0008.0010000;N0012.0010000
10035;2707002;1260002;20,10;17,80;N0008.0010000;N0012.0010000
10035;2707002;1260002;6,90;8,90;N0010.0010000;
10063;2721000;1259997;100,00;100,00;N0008.0010000;N0012.0010000
10504;2568003;1259003;94,90;71,30;N0007.0010000;N0009.0010000
10504;2568003;1259003;5,10;28,70;N3003.0000000;
10528;2580001;1259008;0,00;13,60;N0007.0020000;
10528;2580001;1259008;0,00;21,50;N0007.0020000;
10528;2580001;1259008;100,00;64,90;N0029.0000000;
10537;2602003;1258999;100,00;76,80;N0009.0010000;N0012.0010000
10537;2602003;1258999;0,00;17,10;N0010.0010000;N0012.0050000
10537;2602003;1258999;0,00;6,10;N0009.0010000;
10538;2603997;1259000;98,30;69,10;N0009.0010000;N0012.0010000
10538;2603997;1259000;1,70;30,90;N3008.0000000;
10542;2605995;1258999;100,00;100,00;N0009.0010000;
10562;2615997;1259007;100,00;100,00;N0012.0010000;N0009.0010000
10566;2617995;1259000;0,00;11,20;N0014.0000000;
10566;2617995;1259000;100,00;79,90;N0012.0010000;
10566;2617995;1259000;0,00;0,30;N0007.0010000;N0009.0010000
10566;2617995;1259000;0,00;8,70;N0012.0001200;
10570;2619999;1259002;25,70;38,80;N3001.0000000;
10570;2619999;1259002;20,00;50,30;N0007.0001200;N0011.0000000
10570;2619999;1259002;54,30;10,90;N0011.0000000;
10578;2623999;1259006;100,00;100,00;N0010.0010000;
10582;2625998;1259007;100,00;100,00;N0009.0010000;
10590;2629995;1258989;100,00;100,00;N0009.0010000;N0011.0000000
10598;2634001;1258998;42,80;50,30;N3003.0000000;
10598;2634001;1258998;57,20;49,70;N0009.0010000;
10602;2635998;1259001;0,00;8,50;N3005.0000000;
10602;2635998;1259001;78,50;49,50;N0011.0000000;N0013.0010000
10602;2635998;1259001;0,00;10,40;N0014.0000000;N0011.0000000
10602;2635998;1259001;0,00;14,20;N0009.0010000;
10602;2635998;1259001;21,50;17,50;N0009.0010000;N0013.0010000
10606;2637997;1258995;93,60;74,00;N0008.0001200;N0012.0001200
10606;2637997;1258995;6,40;26,00;N0008.0010000;N0012.0010000
10614;2642005;1258998;0,00;15,40;N0010.0010000;
10614;2642005;1258998;100,00;84,60;N0014.0000000;
10630;2650019;1258983;0,00;6,70;N3003.0000000;
10630;2650019;1258983;100,00;93,30;N0014.0000000;
10654;2662005;1259006;85,40;61,10;N0006.0000000;
10654;2662005;1259006;14,60;38,90;N0007.0010000;
10658;2663998;1258993;100,00;100,00;N0007.0010000;
10666;2667997;1259000;0,00;8,80;N0013.0010000;
10666;2667997;1259000;100,00;91,20;N0039.0000000;
10670;2670000;1259003;66,70;52,50;N0010.0010000;
10670;2670000;1259003;33,20;41,20;N0007.0010000;N0009.0010000
10670;2670000;1259003;0,00;6,30;N0006.0000000;
10674;2672005;1258996;100,00;100,00;N0010.0010000;
10678;2673999;1259004;100,00;100,00;N0006.0000000;
10706;2687998;1259002;100,00;100,00;N0007.0001200;
10710;2690005;1259003;0,00;15,40;N3000.0000000;
10710;2690005;1259003;1,30;23,30;N0007.0010000;N0009.0010000
10710;2690005;1259003;98,70;61,30;N0009.0010000;
10722;2696005;1259003;0,00;1,70;N0026.0000000;
10722;2696005;1259003;55,10;47,00;N0007.0001200;
10722;2696005;1259003;44,90;34,60;N0007.0010000;N0009.0010000
10722;2696005;1259003;0,00;16,80;N0010.0010000;
10726;2698006;1259002;100,00;100,00;N0029.0000000;N0007.0001200
10730;2700001;1259002;100,00;84,10;N0007.0001200;
10730;2700001;1259002;0,00;15,90;N3000.0000000;
10738;2703999;1259004;0,00;0,70;N0027.0000000;
10738;2703999;1259004;0,00;6,90;N0017.0000000;
10738;2703999;1259004;100,00;92,40;N0012.0010000;
10758;2714001;1258993;97,30;79,60;N0007.0001200;
10758;2714001;1258993;2,70;20,40;N0001.0000000;
10762;2715997;1258999;100,00;84,30;N0007.0001200;N0026.0000000
10762;2715997;1258999;0,00;5,70;N3003.0000000;
10762;2715997;1258999;0,00;10,00;N0026.0000000;
10778;2724001;1258999;75,10;73,70;N0007.0001200;
10778;2724001;1258999;24,90;26,30;N0007.0010000;
10790;2730003;1259007;100,00;100,00;N0007.0010000;
10802;2736002;1259002;54,30;59,80;N0007.0010000;N0009.0010000
10802;2736002;1259002;0,00;8,50;N0026.0000000;
10802;2736002;1259002;45,70;31,70;N0007.0010000;N0006.0000000
10814;2742003;1259005;38,40;38,00;N0008.0010000;
10814;2742003;1259005;0,00;2,50;N0008.0040000;
10814;2742003;1259005;0,00;7,90;N0008.0040000;
10814;2742003;1259005;61,60;51,60;N0008.0001200;
10834;2752005;1259002;94,60;69,20;N0026.0000000;
10834;2752005;1259002;5,40;26,30;N0009.0010000;
10834;2752005;1259002;0,00;4,50;N3000.0000000;
10842;2756006;1259001;0,00;17,40;N3000.0000000;
10842;2756006;1259001;4,60;31,20;N0012.0001200;
10842;2756006;1259001;95,40;51,40;N0008.0040000;
10846;2758003;1259003;0,00;15,40;N0008.0040000;
10846;2758003;1259003;100,00;84,60;N0008.0010000;
11220;2566999;1257999;100,00;100,00;N0007.0010000;N0009.0010000
11228;2571018;1258002;0,00;14,00;N3005.0000000;
11228;2571018;1258002;100,00;86,00;N0009.0010000;N0007.0010000
11275;2614998;1257999;88,20;42,10;N0039.1000000;
11275;2614998;1257999;0,00;12,60;N3000.0000000;
11275;2614998;1257999;0,00;2,10;N0025.1000000;
11275;2614998;1257999;11,80;32,70;N0014.0000000;
11275;2614998;1257999;0,00;10,50;N0013.0010000;
11303;2629001;1257997;100,00;100,00;N0009.0010000;
11319;2637002;1257997;100,00;100,00;N0009.0010000;
11323;2639003;1257990;100,00;100,00;N0009.0010000;
11331;2643005;1258000;100,00;86,50;N0009.0010000;
11331;2643005;1258000;0,00;13,50;N0011.0000000;
11351;2653001;1258001;41,30;40,30;N0011.0000000;
11351;2653001;1258001;0,00;8,80;N0009.0010000;
11351;2653001;1258001;58,70;45,30;N0026.0000000;
11351;2653001;1258001;0,00;5,60;N0011.0000000;
11367;2660999;1258007;100,00;95,80;N0010.0010000;
11367;2660999;1258007;0,00;4,20;N3003.0000000;
