CLNR;x;y;IP5AREPROZ;IP50PROZ;custom_forest_type_code;custom_transition_forest_type_code
150042;2581003;1117999;62,70;55,30;N0015.0000000;
150042;2581003;1117999;37,30;44,70;N3006.0000000;
150050;2585001;1117996;0,00;13,40;N3011.0000000;
150050;2585001;1117996;100,00;86,60;N0038.0001200;
150070;2594992;1117998;8,90;31,70;N3004.0000000;
150070;2594992;1117998;21,50;37,10;N0065.0000000;
150070;2594992;1117998;69,60;31,10;N0065.0000000;
150078;2598999;1118001;27,60;9,30;N0033.0001400;
150078;2598999;1118001;0,00;10,40;N3005.0000000;
150078;2598999;1118001;6,30;12,30;N0033.0001400;
150078;2598999;1118001;0,90;9,80;N0033.0001400;
150078;2598999;1118001;65,20;58,20;N3005.0000000;
150082;2600997;1117998;100,00;100,00;N0057.0000200;
150098;2609010;1118047;0,00;18,90;N0059.0000100;
150098;2609010;1118047;100,00;81,10;N0057.0000200;
150102;2610998;1118006;91,90;69,30;N0054.0000000;
150102;2610998;1118006;8,10;30,70;N3003.0000000;
150106;2612984;1117948;42,40;36,40;N0057.0000200;
150106;2612984;1117948;57,60;63,60;N0057.0000700;
150122;2621004;1117997;100,00;100,00;N0059.0000000;
150142;2630999;1118002;100,00;100,00;N0033.0001400;
150146;2633005;1118000;100,00;100,00;N0059.0000000;N0057.0001400
150150;2635026;1117988;100,00;90,70;N0055.1000001;N0065.0000000
150150;2635026;1117988;0,00;9,30;N3011.0000000;
150174;2646996;1117997;100,00;100,00;N0058.0000200;
150182;2651004;1118002;100,00;100,00;N0059.0000000;
150186;2653001;1117996;100,00;76,90;N0060.1000000;N0057.0000200
150186;2653001;1117996;0,00;13,10;N0060.1000000;
150186;2653001;1117996;0,00;10,00;N3011.0000000;
150189;2685000;1118003;57,50;56,50;N0040.0000820;N0032.1000000
150189;2685000;1118003;42,50;27,80;N3008.0000000;N0040.0000820
150189;2685000;1118003;0,00;15,70;N0003.0000000;
150193;2687000;1117999;2,20;9,00;N0040.0000800;
150193;2687000;1117999;4,60;7,00;N0023.1000000;N0040.0000800
150193;2687000;1117999;3,80;15,00;N0003.0000000;
150193;2687000;1117999;89,30;69,00;N3005.0000000;N3010.0000000
150197;2689000;1118002;100,00;100,00;N0003.0000010;
150201;2690997;1118002;96,00;98,30;N0040.0130800;N0025.0010000
150201;2690997;1118002;4,00;1,70;N3011.0000000;
150205;2692995;1117992;100,00;100,00;N0040.0000800;
150209;2695012;1118028;100,00;100,00;N0034.0010000;
150213;2697000;1118003;14,70;3,10;N0042.0110000;N3011.0000000
150213;2697000;1118003;18,10;22,60;N0040.0000800;
150213;2697000;1118003;0,00;0,90;N3011.0000000;
150213;2697000;1118003;42,80;58,50;N0040.0000800;
150213;2697000;1118003;24,50;14,80;N0042.0110000;
150217;2699000;1117999;21,70;68,60;N0040.0130800;N0034.0010000
150217;2699000;1117999;28,80;9,70;N3001.0000000;
150217;2699000;1117999;49,50;21,70;N3008.0000000;
150221;2701002;1118002;14,60;25,40;N0034.0010000;N0033.0010000
150221;2701002;1118002;16,10;12,20;N3001.0000000;
150221;2701002;1118002;0,00;8,40;N0034.0010000;
150221;2701002;1118002;69,30;54,00;N0034.0010000;N0033.0010000
150225;2703005;1118000;15,00;8,10;N0023.1000000;
150225;2703005;1118000;0,80;24,60;N0003.0000000;
150225;2703005;1118000;84,20;54,00;N0003.1000000;N0003.0000010
150225;2703005;1118000;0,00;13,20;N2009.0000000;N0023.1000000
150233;2707005;1118003;100,00;100,00;N0003.0000000;
150245;2713002;1118004;3,20;31,60;N0047.0000700;
150245;2713002;1118004;95,60;50,40;N0023.1000000;
150245;2713002;1118004;1,20;18,00;N0024.1000030;
150249;2715000;1117999;100,00;100,00;N0019.0010000;
150253;2717005;1118006;63,70;55,70;N0003.0000010;
150253;2717005;1118006;6,80;18,70;N0003.1000000;N0003.0000000
150253;2717005;1118006;29,50;25,60;N0003.0000000;
150257;2719001;1117997;22,00;41,20;N0040.0000800;N3008.0000000
150257;2719001;1117997;78,00;50,40;N0019.0010000;N0040.0000800
150257;2719001;1117997;0,00;8,40;N0040.0000800;N3008.0000000
150261;2721003;1118002;25,00;27,90;N0042.0000200;N0042.0110000
150261;2721003;1118002;75,00;72,10;N0042.0110000;
150269;2724999;1117999;3,90;26,20;N0003.0000000;N0004.0000000
150269;2724999;1117999;16,20;30,40;N0003.0000000;N0004.0000000
150269;2724999;1117999;79,90;43,30;N0003.0000000;
150273;2726994;1117997;67,50;68,90;N0019.0002000;N3011.0000000
150273;2726994;1117997;32,50;31,10;N0004.0000000;
150277;2728999;1117999;100,00;100,00;N0003.0000000;N0047.0000700
150281;2730979;1117985;0,00;4,80;N2001.0000000;
150281;2730979;1117985;0,00;0,30;N2001.0000000;
150281;2730979;1117985;71,90;57,00;N0047.0000300;N0019.0000600
150281;2730979;1117985;28,10;37,90;N0047.0000000;N2001.0000000
150285;2733023;1117992;56,20;73,80;N0019.0000600;
150285;2733023;1117992;43,70;26,20;N0024.0000000;N3011.0000000
150289;2734998;1117994;44,60;45,80;N0047.1000001;
150289;2734998;1117994;55,40;54,20;N2001.0000000;
150697;2560001;1116996;100,00;100,00;N0018.0000000;N0051.0000000
150713;2567998;1117007;100,00;100,00;N0010.0010000;N0013.0010000
150717;2569997;1117005;16,40;34,10;N3005.0000000;
150717;2569997;1117005;0,00;9,00;N3005.0000000;
150717;2569997;1117005;83,60;56,90;N0057.0001400;N0060.0000100
150733;2577999;1117000;100,00;100,00;N0051.0000000;N0050.0000800
150741;2582002;1117002;10,50;8,20;N0018.0000000;N0051.0000000
150741;2582002;1117002;36,30;38,30;N3005.0000000;
150741;2582002;1117002;13,40;17,30;N0018.1000000;N0052.0000000
150741;2582002;1117002;39,80;33,20;N0018.1000000;N0052.0000000
150741;2582002;1117002;0,00;3,00;N0018.0000000;N0051.0000000
150765;2594005;1117006;0,00;5,70;N0023.0001600;N0050.1000000
150765;2594005;1117006;99,90;77,50;N0050.1000000;
150765;2594005;1117006;0,10;11,00;N3001.0000000;
150765;2594005;1117006;0,00;3,80;N3003.0000000;
150765;2594005;1117006;0,00;2,00;N3003.0000000;
150773;2597997;1117006;100,00;100,00;N0065.1000000;
150777;2599993;1116999;100,00;100,00;N0055.0000000;
150781;2602013;1116995;100,00;100,00;N0058.0000600;N0059.0000600
150797;2609999;1116999;17,60;36,30;N0060.0000400;
150797;2609999;1116999;67,70;47,80;N3006.0000000;
150797;2609999;1116999;14,70;15,90;N0057.0000200;
150801;2611996;1116994;0,70;21,10;N3008.0000000;
150801;2611996;1116994;0,00;1,40;N3005.0000000;
150801;2611996;1116994;99,30;77,50;N0023.0001600;
150817;2619999;1117000;100,00;100,00;N0059.0000000;N2001.0000000
150841;2632001;1117004;100,00;100,00;N0059.0001400;N0058.0000000
150845;2634001;1117002;22,30;29,00;N0059.0000000;
150845;2634001;1117002;77,50;41,40;N0059.0001400;
150845;2634001;1117002;0,00;7,90;N0059.0000600;
150845;2634001;1117002;0,10;21,70;N3011.0000000;
150849;2636005;1117002;100,00;100,00;N0055.1000000;
150869;2645998;1116998;88,20;67,10;N0058.0000601;
150869;2645998;1116998;11,80;32,90;N0057.0000201;
150873;2648002;1116999;100,00;100,00;N0058.0000000;
150885;2654004;1116994;100,00;100,00;N0068.0000000;N0065.0000000
150890;2685997;1117005;0,40;5,00;N0023.1000000;
150890;2685997;1117005;0,10;7,50;N3011.0000000;
150890;2685997;1117005;16,30;6,40;N0003.0000010;
150890;2685997;1117005;0,00;3,40;N0023.1000000;
150890;2685997;1117005;0,00;16,80;N0032.1000000;
150890;2685997;1117005;8,80;7,00;N3008.0000000;
150890;2685997;1117005;74,50;53,90;N0032.1000000;
150894;2687996;1117005;100,00;100,00;N0019.0010000;N0047.0000000
150898;2690005;1117004;6,80;27,90;N0003.0000000;N0024.0000000
150898;2690005;1117004;93,20;65,30;N0004.0000000;
150898;2690005;1117004;0,00;6,10;N0003.0000000;N0024.0000000
150898;2690005;1117004;0,00;0,80;N0032.1000000;
150906;2694001;1117002;3,10;29,10;N0042.0001100;
150906;2694001;1117002;96,90;70,90;N0034.0010000;N0025.0010010
150910;2696002;1117003;61,40;54,70;N0025.0010010;N0034.0010000
150910;2696002;1117003;0,00;10,10;N0042.0110000;
150910;2696002;1117003;38,50;35,30;N0025.0010000;
150914;2697996;1116995;0,00;9,50;N3011.0000000;
150914;2697996;1116995;0,00;10,40;N3011.0000000;
150914;2697996;1116995;0,00;1,50;N0040.0130800;
150914;2697996;1116995;100,00;78,60;N0040.0130800;
150918;2699999;1116998;89,00;72,10;N0042.0130000;
150918;2699999;1116998;11,00;27,90;N0042.0130000;N0042.0001100
150926;2704001;1116996;100,00;77,90;N0040.0000800;
150926;2704001;1116996;0,00;22,10;N3008.0000000;N3001.0000000
150930;2706002;1116997;30,40;35,00;N0034.0020000;N0033.0010000
150930;2706002;1116997;0,00;19,30;N0034.0010000;N0033.0010000
150930;2706002;1116997;69,60;45,70;N0033.0020000;N0027.0000000
150938;2709998;1116997;79,10;70,00;N0040.0130800;N0003.0000000
150938;2709998;1116997;20,90;30,00;N0034.0010000;N0003.0000000
150942;2712000;1117000;90,60;69,50;N0034.0010000;N0003.0000000
150942;2712000;1117000;9,40;8,70;N3001.0000000;
150942;2712000;1117000;0,00;21,10;N0003.0000000;N0003.0000010
150942;2712000;1117000;0,00;0,60;N3001.0000000;
150946;2713998;1117006;100,00;100,00;N0034.0020000;
150950;2716006;1116997;52,20;46,80;N0042.0110000;N0003.0000010
150950;2716006;1116997;47,70;53,20;N0003.0000000;N0040.0130800
150954;2718005;1116997;100,00;100,00;N0040.0000800;
150958;2719996;1116995;3,40;9,10;N0034.0020000;
150958;2719996;1116995;0,00;7,00;N0034.0010000;
150958;2719996;1116995;0,00;8,20;N0025.0010000;
150958;2719996;1116995;69,50;39,20;N0042.0110000;N0042.0000200
150958;2719996;1116995;27,20;36,50;N3008.0000000;
150966;2724010;1116994;18,60;32,60;N0042.0120000;
150966;2724010;1116994;0,10;20,80;N0042.0120000;
150966;2724010;1116994;11,30;12,30;N0025.0010010;
150966;2724010;1116994;70,00;34,30;N0042.0000200;N0042.0120000
150970;2725967;1117011;100,00;100,00;N0048.0000000;N0047.0001600
150974;2727996;1117000;100,00;85,80;N0019.0010000;
150974;2727996;1117000;0,00;14,20;N0019.0002100;
150978;2730001;1116998;16,90;15,50;N2001.0000000;
150978;2730001;1116998;28,90;31,30;N0057.0000202;
150978;2730001;1116998;0,30;27,80;N2001.0000000;
150978;2730001;1116998;53,90;16,10;N0057.0001402;N0058.0000000
150978;2730001;1116998;0,00;9,30;N0057.0000202;
150982;2732001;1116998;29,60;33,40;N0019.0000600;N0047.0000300
150982;2732001;1116998;50,00;34,20;N0021.0000600;
150982;2732001;1116998;0,00;5,90;N0019.0000600;N0047.0000300
150982;2732001;1116998;20,40;17,90;N3011.0000000;
150982;2732001;1116998;0,00;5,50;N0047.0000000;
150982;2732001;1116998;0,00;3,10;N0047.0000000;
150986;2734008;1117002;0,00;1,00;N3011.0000000;
150986;2734008;1117002;69,40;59,70;N0021.0000600;
150986;2734008;1117002;30,60;39,30;N0019.0002100;
151338;2491003;1116000;30,60;8,70;N0029.0000100;
151338;2491003;1116000;4,80;16,40;N0029.0000100;
151338;2491003;1116000;10,20;8,00;N0029.0000100;
151338;2491003;1116000;53,50;30,30;N3009.0000000;
151338;2491003;1116000;0,00;13,50;N3008.0000000;
151338;2491003;1116000;0,90;23,10;N3008.0000000;
151373;2554997;1116005;33,90;35,30;N0057.0001400;
151373;2554997;1116005;66,10;64,70;N0060.0000100;N0060.0000000
151381;2558997;1116002;47,90;69,30;N0020.0000400;N0050.0000000
151381;2558997;1116002;52,10;30,70;N0020.0000000;N0050.0000800
151389;2562999;1116003;62,30;58,30;N0019.0000000;
151389;2562999;1116003;37,70;41,70;N0018.0000000;N0020.0000000
151393;2564990;1116001;100,00;100,00;N0050.0000000;
151401;2568999;1116000;45,80;63,00;N0003.0000000;N0034.1000000
151401;2568999;1116000;54,10;29,00;N0003.0000000;N0019.0002000
151401;2568999;1116000;0,00;8,00;N0068.0000000;
151421;2579002;1115993;100,00;100,00;N0052.0000000;
151441;2589000;1116002;100,00;100,00;N0023.0001600;
151445;2590998;1116003;14,90;3,00;N2006.0000000;
151445;2590998;1116003;5,70;6,40;N3008.0000000;
151445;2590998;1116003;70,30;71,50;N0040.0130800;
151445;2590998;1116003;7,50;6,50;N3002.0000000;
151445;2590998;1116003;1,60;12,70;N0038.0001200;
151453;2594995;1116000;100,00;100,00;N0055.0000000;
151461;2598999;1116000;37,70;35,40;N3011.0000000;
151461;2598999;1116000;62,30;50,00;N0040.0000800;
151461;2598999;1116000;0,00;14,60;N2006.0000000;
151485;2611000;1116000;0,00;8,80;N0040.0000800;
151485;2611000;1116000;4,40;36,10;N3005.0000000;
151485;2611000;1116000;12,70;14,60;N3005.0000000;
151485;2611000;1116000;82,90;40,40;N0054.0000000;
151489;2612989;1116016;100,00;100,00;N0058.0000000;
151537;2637002;1116001;0,00;10,80;N3011.0000000;
151537;2637002;1116001;100,00;89,20;N0059.0001400;
151557;2647001;1115996;81,20;70,40;N0060.0000100;
151557;2647001;1115996;18,80;22,00;N0057.0000200;
151557;2647001;1115996;0,00;7,50;N0058.0000000;
151561;2649000;1116001;100,00;100,00;N0055.1000001;
151569;2653000;1116000;100,00;100,00;N0057.0000201;
151579;2689000;1116000;0,00;11,70;N0047.1000000;
151579;2689000;1116000;0,60;13,30;N3011.0000000;
151579;2689000;1116000;99,40;55,40;N0046.0000700;N0047.1000000
151579;2689000;1116000;0,00;19,60;N0047.1000000;N0047.0000000
151583;2691000;1116001;100,00;100,00;N0003.0000000;
151587;2692998;1116004;70,80;66,20;N0003.0000000;N0004.0000000
151587;2692998;1116004;29,20;33,80;N0003.0000000;
151591;2695000;1115999;100,00;100,00;N0003.0000000;N0004.0000000
151595;2697005;1115999;0,00;12,80;N0042.0000200;N0025.0010010
151595;2697005;1115999;0,00;8,90;N0025.0070000;N3011.0000000
151595;2697005;1115999;96,90;62,30;N0042.0110000;N3011.0000000
151595;2697005;1115999;3,10;15,90;N0042.0130000;N0042.0000200
151599;2698998;1116000;100,00;100,00;N0042.0130000;N0042.0001100
151603;2701001;1115997;0,00;2,60;N3011.0000000;
151603;2701001;1115997;56,80;52,40;N0040.0130800;N0034.0010000
151603;2701001;1115997;0,00;9,10;N3011.0000000;
151603;2701001;1115997;43,20;36,00;N3011.0000000;N0042.0110000
151607;2702998;1116002;100,00;94,60;N0019.0010000;N0003.0000000
151607;2702998;1116002;0,00;5,40;N0040.0000820;N0047.1000000
151611;2705001;1115999;100,00;100,00;N0042.0000200;
151615;2707000;1115999;0,00;22,90;N3001.0000000;
151615;2707000;1115999;100,00;77,10;N0042.0130000;
151627;2713000;1115999;25,80;37,80;N0042.0001100;
151627;2713000;1115999;6,70;26,10;N0042.0130000;
151627;2713000;1115999;67,50;36,10;N0042.0130000;
151631;2715006;1115984;20,10;23,90;N0042.0130000;
151631;2715006;1115984;0,00;14,00;N0042.0001100;
151631;2715006;1115984;79,90;62,00;N0042.0001100;N0042.0110000
151635;2716999;1115995;98,40;65,70;N0042.0000200;
151635;2716999;1115995;0,00;2,80;N0025.0010000;
151635;2716999;1115995;1,60;31,50;N0042.0110000;N3011.0000000
151639;2719004;1115996;0,00;3,70;N3008.0000000;
151639;2719004;1115996;1,10;12,90;N0042.0000200;
151639;2719004;1115996;4,20;8,10;N3001.0000000;
151639;2719004;1115996;37,00;24,30;N0042.0130000;
151639;2719004;1115996;57,70;51,00;N0042.0000200;
151643;2721002;1116001;0,00;15,40;N0028.0000000;
151643;2721002;1116001;100,00;83,40;N0035.0001100;
151643;2721002;1116001;0,00;1,20;N3010.0000000;
151647;2723000;1115999;0,00;16,70;N0042.0001400;N0034.0010000
151647;2723000;1115999;100,00;82,50;N0034.0010000;
151647;2723000;1115999;0,00;0,80;N3002.0000000;
151651;2725000;1115999;0,00;3,90;N0003.0000000;N0019.0010000
151651;2725000;1115999;0,00;18,60;N0004.0000000;
151651;2725000;1115999;100,00;77,50;N0003.0000000;
151655;2726999;1116001;11,30;11,10;N3006.0000000;
151655;2726999;1116001;88,70;88,90;N0057.0001400;
151659;2728997;1115998;100,00;100,00;N0047.0000300;
151667;2732995;1116014;100,00;100,00;N0057.0000201;N2001.0000000
152037;2501994;1115004;0,00;3,40;N3001.0000000;
152037;2501994;1115004;0,00;2,50;N3003.0000000;
152037;2501994;1115004;100,00;94,10;N0035.0010000;N0009.0010000
152044;2554000;1115002;0,00;3,60;N3005.0000000;N3008.0000000
152044;2554000;1115002;23,90;21,10;N3005.0000000;N3008.0000000
152044;2554000;1115002;76,10;70,90;N0060.1000002;
152044;2554000;1115002;0,00;4,40;N3005.0000000;N3008.0000000
152052;2558001;1115000;100,00;100,00;N0018.0000000;
152068;2565997;1115002;77,60;48,00;N0019.0000000;N0001.0090000
152068;2565997;1115002;22,40;37,20;N3005.0000000;
152068;2565997;1115002;0,00;14,80;N0018.0000000;
152076;2569999;1115008;100,00;100,00;N0019.0000600;
152092;2577995;1114994;100,00;100,00;N0060.0000000;
152108;2586004;1114999;45,50;22,90;N3003.0000000;
152108;2586004;1114999;6,80;18,90;N0025.0001100;
152108;2586004;1114999;42,00;32,30;N0029.0000100;
152108;2586004;1114999;5,70;15,30;N3001.0000000;
152108;2586004;1114999;0,00;10,60;N0043.0001200;
152124;2594004;1114996;100,00;80,50;N0057.0000200;
152124;2594004;1114996;0,00;19,50;N0057.0000200;N0057.0001400
152132;2598003;1114998;98,60;88,00;N0040.0000800;
152132;2598003;1114998;1,30;12,00;N3006.0000000;
152140;2601999;1115001;24,90;39,70;N0057.0000200;N0059.0001400
152140;2601999;1115001;75,10;45,30;N0057.0001400;N0059.0001400
152140;2601999;1115001;0,00;15,00;N3010.0000000;
152160;2612003;1115002;91,00;50,30;N3006.0000000;
152160;2612003;1115002;0,00;6,90;N3001.0000000;
152160;2612003;1115002;0,00;10,10;N0023.0001600;
152160;2612003;1115002;9,00;32,70;N0023.0001600;
152176;2620015;1115003;0,00;3,80;N3011.0000000;
152176;2620015;1115003;100,00;89,60;N0059.0000000;
152176;2620015;1115003;0,00;1,80;N2001.0000000;
152176;2620015;1115003;0,00;4,80;N2001.0000000;
152196;2630002;1115001;7,20;26,60;N3011.0000000;
152196;2630002;1115001;0,00;1,70;N0047.0001600;
152196;2630002;1115001;1,00;14,90;N0047.0001600;N0055.0000000
152196;2630002;1115001;91,80;56,80;N0047.0001600;
152208;2635999;1114995;45,50;30,20;N0055.1000000;N0050.1000003
152208;2635999;1114995;54,50;69,80;N0023.0001600;
152232;2648002;1114998;100,00;100,00;N0060.0000101;
152236;2650000;1115003;0,00;1,50;N3011.0000000;
152236;2650000;1115003;100,00;98,50;N0054.0000000;
152244;2653998;1114992;11,50;26,60;N3003.0000000;
152244;2653998;1114992;88,50;73,40;N0004.0000000;
152249;2687992;1114992;68,00;36,50;N0047.1000000;
152249;2687992;1114992;32,00;63,50;N2009.0000000;N0047.1000000
152253;2690007;1115003;0,00;12,30;N1019.0010000;N2001.0000000
152253;2690007;1115003;100,00;87,70;N0019.0010000;
152257;2692006;1115002;7,50;48,00;N0003.0000010;
152257;2692006;1115002;92,40;52,00;N0003.0000000;
152261;2694003;1115003;86,60;66,50;N0003.0000000;
152261;2694003;1115003;13,40;33,50;N0003.0000000;N0003.0000010
152265;2696002;1114999;34,20;34,60;N0042.0130000;
152265;2696002;1114999;65,80;65,40;N0042.0110000;
152277;2701998;1114998;0,00;3,40;N3011.0000000;N3010.0000000
152277;2701998;1114998;0,00;12,20;N0091.0000000;N0043.1000000
152277;2701998;1114998;99,70;63,80;N0043.1000000;
152277;2701998;1114998;0,30;17,80;N0043.0001200;
152277;2701998;1114998;0,00;2,70;N3001.0000000;
152281;2704002;1115000;100,00;100,00;N0042.0130000;
152309;2718003;1115000;0,00;2,50;N2008.0000000;
152309;2718003;1115000;0,00;11,20;N3005.0000000;
152309;2718003;1115000;100,00;77,70;N0029.0000100;N0091.0000000
152309;2718003;1115000;0,00;8,70;N0091.0000000;
152325;2726001;1114992;87,30;51,90;N0034.0010000;N0040.0130800
152325;2726001;1114992;0,00;2,10;N0040.0130800;N0034.0010000
152325;2726001;1114992;12,70;25,20;N0040.0130800;N0025.0010010
152325;2726001;1114992;0,00;3,50;N0033.0001400;
152325;2726001;1114992;0,00;17,30;N0033.0001400;
152329;2727993;1115014;50,20;54,00;N0003.0000000;
152329;2727993;1115014;14,80;18,30;N0004.0000000;
152329;2727993;1115014;0,00;4,50;N0003.0000010;
152329;2727993;1115014;0,00;11,20;N3011.0000000;
152329;2727993;1115014;0,00;1,10;N3011.0000000;
152329;2727993;1115014;35,00;10,90;N0003.0000010;
152333;2730008;1114998;69,80;72,10;N3008.0000000;N0040.0000800
152333;2730008;1114998;30,20;27,90;N0040.0000800;
152713;2555007;1113993;12,30;31,70;N0050.0000000;N0048.0000000
152713;2555007;1113993;86,60;58,50;N0050.1000000;
152713;2555007;1113993;1,10;9,70;N0060.1000002;
152717;2556990;1114065;100,00;100,00;N0018.0000700;N0022.0000000
152733;2565004;1114000;0,00;9,80;N0018.0140000;N0048.0000000
152733;2565004;1114000;100,00;78,00;N0018.0000000;N0048.0000000
152733;2565004;1114000;0,00;12,20;N0018.0140000;N0048.0000000
152737;2567003;1113993;100,00;100,00;N0003.0000000;
152741;2569002;1113997;93,60;44,70;N0025.0000000;N0010.0010000
152741;2569002;1113997;6,40;55,30;N0010.0010000;
